Status,40080111
Voltage,-0.09 (-0.12)
Supply,24.2V / 0.2A/43.9C / 3.6W
DI,0
DO,0
Index,EncPos,TargetPos,ActVel,TargetVel,ActErr,ActCurD,ActCurQ
0,2,0,-0.59,0,-1,-0.015,0.002
1,0,0,1.04,0,-2,0.001,0.119
2,-2,0,0.06,0,3,-0.004,-0.056
3,2,0,-1.73,0,-1,-0.015,-0.028
4,1,0,0.04,0,-2,-0.011,0.042
5,-3,0,-0.12,0,3,0.019,-0.079
6,2,0,-1.09,0,-1,-0.005,-0.09
7,1,0,0.86,0,-2,-0.002,0.107
8,-3,0,0.64,0,2,-0.002,-0.055
9,2,0,-1.54,0,0,0.025,-0.051
10,1,0,1.42,0,-2,0.007,0.076
11,-3,0,0.89,0,3,-0.005,0.002
12,2,0,-0.36,0,-1,0.012,-0.046
13,1,0,0.9,0,-2,0.014,0.097
14,-3,0,0.51,0,2,-0.019,-0.058
15,1,0,-1.06,0,0,0.021,-0.036
16,2,0,0.77,0,-3,0.005,0.036
17,-3,0,1.88,0,2,-0.003,-0.033
18,1,0,-1.82,0,0,0.013,-0.112
19,2,0,0.65,0,-3,-0.011,0.094
20,-3,0,0.68,0,2,0.014,0.001
21,1,0,-0.65,0,0,0.021,-0.109
22,2,0,0.73,0,-2,0.021,0.072
23,-3,0,1.41,0,2,0.006,-0.022
24,1,0,-0.62,0,0,0.052,-0.107
25,2,0,0.16,0,-2,-0.002,0.059
26,-3,0,0.48,0,2,0.021,-0.046
27,1,0,-0.54,0,0,0.005,-0.126
28,2,0,0.66,0,-3,-0.002,0.007
29,-3,0,-5.77,0,2,-0.012,-0.026
30,1,0,-0.45,0,0,0.005,-0.048
31,2,0,0.65,0,-3,0.002,-0.008
32,-3,0,1.09,0,2,0.006,-0.011
33,1,0,-2.21,0,1,-0.006,-0.147
34,2,0,1.23,0,-3,-0.002,0.044
35,-3,0,1.17,0,2,-0.012,0.002
36,1,0,-0.47,0,0,0.001,-0.12
37,2,0,-0.56,0,-2,-0.017,0.036
38,-2,0,2.1,0,1,-0.009,-0.011
39,0,0,-1.17,0,1,0.03,-0.09
40,1,0,0.67,0,-2,0.006,-0.009
41,0,0,-0.41,0,0,0.007,-0.039
42,-1,0,0.49,0,1,0.01,-0.031
43,1,0,-0.56,0,-1,0.008,-0.029
44,339,145,-158.4,-102.99,1,0.009,-0.023
45,3341,2431,-729.71,-615.78,0,0.048,-0.098
46,9915,8391,-1164.2,-1113.22,0,-0.086,-0.194
47,17890,16291,-1199.8,-1200,1,-0.056,-0.217
48,25889,24290,-1199.73,-1200,0,-0.043,-0.18
49,33888,32310,-1208.02,-1200,2,-0.059,-0.139
50,41888,40289,-1222.76,-1200,0,-0.072,-0.161
51,49887,48308,-1202.14,-1200,0,-0.081,-0.213
52,57887,56308,-1198.99,-1200,1,-0.085,-0.2
53,65888,64328,-1183.74,-1200,1,-0.059,-0.199
54,73888,72308,-1199.32,-1200,0,-0.064,-0.117
55,81888,80309,-1202.02,-1200,0,-0.037,-0.188
56,89887,88349,-1199.61,-1200,1,-0.082,-0.282
57,97887,96348,-1202.01,-1200,1,-0.077,-0.15
58,105888,104348,-1200.56,-1200,1,-0.058,-0.17
59,113886,112347,-1198.77,-1200,1,-0.044,-0.213
60,121886,120347,-1208.16,-1200,1,-0.008,-0.233
61,129885,128366,-1198.98,-1200,1,-0.041,-0.241
62,137885,136366,-1199.51,-1200,1,-0.048,-0.177
63,145885,144366,-1222.71,-1200,1,-0.023,-0.231
64,153886,152366,-1200.88,-1200,1,-0.015,-0.229
65,161885,160366,-1199.24,-1200,1,-0.058,-0.188
66,169885,168386,-1200.2,-1200,0,-0.015,-0.226
67,177886,176366,-1176.49,-1200,1,-0.028,-0.171
68,185142,183949,-892.99,-992.99,-1,0.05,-0.235
69,189195,188740,-304.37,-427.96,1,-0.036,-0.202
70,189998,189987,0.16,-22.96,2,-0.017,-0.08
71,189525,189760,218.32,143.86,1,-0.044,0.117
72,186160,187077,799.5,683.01,1,-0.05,0.156
73,179321,180779,1193.49,1144.87,0,0.06,0.22
74,171330,172809,1198.94,1200,0,0.028,0.174
75,163330,164790,1199.82,1200,1,0.048,0.134
76,155331,156791,1199.4,1200,0,0.084,0.179
77,147330,148811,1177.13,1200,1,0.045,0.085
78,139332,140792,1200.42,1200,0,0.054,0.175
79,131332,132792,1198.49,1200,0,0.105,0.298
80,123332,124772,1217.21,1200,0,0.055,0.178
81,115331,116772,1199.54,1200,1,0.001,0.179
82,107331,108791,1198.97,1200,0,0.031,0.18
83,99332,100792,1198.53,1200,-1,-0.012,0.178
84,91331,92772,1176.44,1200,1,-0.018,0.148
85,83332,84752,1198.58,1200,0,0.02,0.176
86,75333,76753,1193.24,1200,0,0.079,0.243
87,67333,68753,1200.2,1200,0,0.062,0.297
88,59334,60754,1199.47,1200,0,0.084,0.183
89,51334,52734,1199.95,1200,1,0.007,0.168
90,43334,44734,1199.67,1200,1,0.027,0.208
91,35334,36734,1191.1,1200,0,0.046,0.127
92,27334,28754,1200.18,1200,0,0.058,0.185
93,19334,20714,1199.48,1200,0,0.057,0.219
94,11336,12714,1197.58,1200,2,0.025,0.162
95,4291,5330,841,938.37,0,-0.016,0.205
96,615,973,265.06,365.9,-1,0.031,0.17
97,1,3,0.03,8.4,1,0.022,0.011
98,639,371,-247.73,-191.59,2,-0.007,-0.104
99,4375,3464,-862.44,-749.19,-1,0.019,-0.187
100,11454,10110,-1188.29,-1169.63,0,0.027,-0.17
101,19451,18071,-1217.86,-1200,1,0.007,-0.217
102,27451,26090,-1201.08,-1200,0,-0.008,-0.222
103,35450,34109,-1200.1,-1200,0,0.036,-0.201
104,43450,42109,-1207.93,-1200,0,0.001,-0.169
105,51449,50088,-1207.26,-1200,0,-0.009,-0.135
106,59450,58108,-1192.72,-1200,0,0.01,-0.2
107,67450,66128,-1177.35,-1200,0,0.001,-0.133
108,75450,74128,-1208.23,-1200,-2,0.035,-0.139
109,83451,82129,-1197.9,-1200,0,0.055,-0.205
110,91450,90128,-1182.69,-1200,0,-0.02,-0.175
111,99449,98148,-1200.24,-1200,0,0.008,-0.193
112,107450,106148,-1176.85,-1200,-1,0.06,-0.19
113,115448,114127,-1200.01,-1200,0,0.05,-0.08
114,123449,122147,-1201.92,-1200,0,0.012,-0.196
115,131448,130166,-1199.91,-1200,0,0.004,-0.18
116,139447,138146,-1199.9,-1200,0,0.032,-0.152
117,147448,146146,-1184.09,-1200,0,-0.035,-0.11
118,155448,154146,-1177.23,-1200,0,0.021,-0.182
119,163448,162166,-1176.24,-1200,-1,0.009,-0.117
120,171448,170166,-1175.87,-1200,-1,-0.036,-0.186
121,179438,178186,-1165.95,-1197.87,0,0.058,-0.208
122,186238,185364,-782.37,-880.61,1,0.005,-0.133
123,189544,189270,-205.61,-306.67,1,-0.02,-0.038
124,189998,190000,2.55,-0.83,1,0.002,0.088
125,189166,189467,336.22,243.52,-1,0.015,0.168
126,185055,185945,917.6,813.49,0,0.037,0.17
127,177770,179004,1201.28,1187.18,0,0.001,0.208
128,169772,171009,1200.43,1200,-2,-0.012,0.209
129,161772,162990,1209.6,1200,0,0.021,0.221
130,153772,155011,1200.3,1200,-1,-0.061,0.256
131,145773,147011,1202.41,1200,-1,-0.033,0.294
132,137773,138992,1200.8,1200,0,-0.01,0.2
133,129774,131012,1208.88,1200,-1,-0.042,0.295
134,121774,122992,1199.88,1200,-1,-0.027,0.212
135,113772,114971,1201.42,1200,-1,-0.003,0.199
136,105773,106971,1200.65,1200,-1,-0.021,0.165
137,97773,98972,1177.14,1200,-1,-0.029,0.178
138,89774,90952,1216.98,1200,0,-0.044,0.116
139,81773,82952,1199.88,1200,0,-0.037,0.196
140,73774,74953,1177.59,1200,0,-0.006,0.317
141,65776,66973,1208.59,1200,-1,-0.033,0.18
142,57776,58954,1208.42,1200,0,-0.01,0.168
143,49775,50934,1200.64,1200,0,-0.008,0.173
144,41776,42954,1207.83,1200,0,-0.021,0.11
145,33776,34934,1208.42,1200,0,-0.099,0.15
146,25776,26934,1224.47,1200,0,-0.043,0.188
147,17775,18934,1200.47,1200,0,-0.01,0.18
148,9803,10939,1162.56,1188.72,0,-0.047,0.169
149,3267,4002,723.26,819.3,1,0.04,0.222
150,324,522,177.06,248.55,-4,0.045,0.16
151,4,0,-15.36,-0.9,-2,0,-0.103
152,1077,755,-396.42,-302.56,2,-0.013,-0.213
153,5579,4707,-949.66,-877.75,1,-0.028,-0.185
154,13049,11911,-1200.3,-1197.45,-2,-0.021,-0.175
155,21049,19930,-1198.5,-1200,-1,-0.002,-0.175
156,29048,27910,-1201.8,-1200,-1,-0.006,-0.22
157,37047,35929,-1199.9,-1200,-1,-0.051,-0.261
158,45047,43929,-1200.82,-1200,-1,-0.007,-0.197
159,53046,51948,-1199.2,-1200,0,-0.005,-0.22
160,61047,59928,-1186.17,-1200,-1,0.004,-0.202
161,69047,67948,-1199.14,-1200,0,-0.018,-0.186
162,77047,75969,-1200.31,-1200,0,0,-0.249
163,85047,83949,-1201.32,-1200,-1,-0.036,-0.197
164,93046,91948,-1198.13,-1200,-1,-0.038,-0.176
165,101046,99988,-1199.9,-1200,-1,-0.029,-0.187
166,109046,107988,-1190.15,-1200,-1,-0.056,-0.136
167,117045,115987,-1200.61,-1200,0,-0.041,-0.179
168,125044,123987,-1199.11,-1200,1,-0.052,-0.197
169,133044,131986,-1201.21,-1200,0,0.022,-0.224
170,141044,139986,-1200.59,-1200,0,-0.036,-0.157
171,149044,148006,-1199.57,-1200,0,-0.032,-0.179
172,157045,156006,-1183.35,-1200,-1,-0.043,-0.198
173,165044,164006,-1199.29,-1200,1,-0.031,-0.17
174,173044,172006,-1201.25,-1200,0,-0.011,-0.206
